sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,209.85.148.106,59398,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00888514518737793,1.3828277587890625e-05,0.017911911010742188,0.0035823822021484376,0.004288376211922803,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,89.167.251.252,46272,80,6,10,378,52,1093,109.3,112.66414691462408,0.5372450351715088,0.00012493133544921875,0.6448478698730469,0.07164976331922743,0.1653612903006481,6,0.6666666666666666,6,283,52,551,91.83333333333333,85.54222479116513,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.170,147.32.80.9,38475,53,17,2,369,71,440,220.0,149.0,0.00044798851013183594,0.00044798851013183594,0.00044798851013183594,0.00044798851013183594,0.0,1,1.0,1,71,71,71,71,0.0,71,1,369,369,369,369,0.0,369
147.32.84.164,74.125.232.193,50001,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,18.719352960586548,0.0001327991485595703,18.7353298664093,3.7470659732818605,7.486144287440157,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,147.32.80.9,49989,53,17,2,185,67,252,126.0,59.0,0.0002911090850830078,0.0002911090850830078,0.0002911090850830078,0.0002911090850830078,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.164,147.32.80.9,55465,53,17,2,134,60,194,97.0,37.0,0.0004589557647705078,0.0004589557647705078,0.0004589557647705078,0.0004589557647705078,0.0,1,1.0,1,60,60,60,60,0.0,60,1,134,134,134,134,0.0,134
147.32.84.170,89.167.251.252,35467,80,6,13,473,52,1829,140.69230769230768,138.79502574515283,0.4263920783996582,1.4066696166992188e-05,0.5942909717559814,0.04952424764633179,0.1154356060267553,8,0.6666666666666666,7,266,52,795,113.57142857142857,94.8711263359137,60,6,473,52,1034,172.33333333333334,171.40270968945876,60
147.32.84.170,147.32.80.9,43549,53,17,2,312,60,372,186.0,126.0,0.0004429817199707031,0.0004429817199707031,0.0004429817199707031,0.0004429817199707031,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.134,160.68.205.244,49489,80,6,23,695,52,5781,251.34782608695653,246.44862039637002,41.72534513473511,7.152557373046875e-06,53.14398193359375,2.4156355424360796,8.88718177238614,12,0.5454545454545454,13,517,52,2521,193.92307692307693,211.59666332197696,60,10,695,52,3260,326.0,267.6378149664206,64
147.32.84.164,147.32.80.9,53805,53,17,2,140,58,198,99.0,41.0,0.0003349781036376953,0.0003349781036376953,0.0003349781036376953,0.0003349781036376953,0.0,1,1.0,1,58,58,58,58,0.0,58,1,140,140,140,140,0.0,140
147.32.84.164,147.32.80.9,34189,53,17,2,153,78,231,115.5,37.5,0.00021791458129882812,0.00021791458129882812,0.00021791458129882812,0.00021791458129882812,0.0,1,1.0,1,78,78,78,78,0.0,78,1,153,153,153,153,0.0,153
147.32.84.164,147.32.80.9,35851,53,17,2,187,68,255,127.5,59.5,0.3645181655883789,0.3645181655883789,0.3645181655883789,0.3645181655883789,0.0,1,1.0,1,68,68,68,68,0.0,68,1,187,187,187,187,0.0,187
147.32.84.164,89.185.254.155,38162,80,6,14,1500,52,7142,510.14285714285717,637.174326577099,0.05181598663330078,4.0531158447265625e-06,0.13904786109924316,0.010695989315326396,0.01912794024932871,7,0.5384615384615384,6,516,52,784,130.66666666666666,172.35106291778095,60,8,1500,52,6358,794.75,706.542948093037,60
147.32.84.164,147.32.80.9,33749,53,17,2,153,78,231,115.5,37.5,0.0002639293670654297,0.0002639293670654297,0.0002639293670654297,0.0002639293670654297,0.0,1,1.0,1,78,78,78,78,0.0,78,1,153,153,153,153,0.0,153
147.32.84.164,147.32.80.9,47710,53,17,2,142,64,206,103.0,39.0,0.050050973892211914,0.050050973892211914,0.050050973892211914,0.050050973892211914,0.0,1,1.0,1,64,64,64,64,0.0,64,1,142,142,142,142,0.0,142
147.32.84.170,81.19.66.97,50746,80,6,8,1261,40,2009,251.125,407.47927477971194,0.06727099418640137,0.00012683868408203125,0.2035989761352539,0.029085568019321988,0.03297517232996211,5,0.7142857142857143,5,480,40,660,132.0,174.17232845661792,60,3,1261,40,1349,449.6666666666667,573.7085981189017,48
147.32.84.134,147.32.80.9,52855,53,17,2,119,69,188,94.0,25.0,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0,1,1.0,1,69,69,69,69,0.0,69,1,119,119,119,119,0.0,119
147.32.84.164,147.32.80.9,47131,53,17,2,131,63,194,97.0,34.0,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0,1,1.0,1,63,63,63,63,0.0,63,1,131,131,131,131,0.0,131
147.32.84.164,147.32.80.9,46445,53,17,2,153,78,231,115.5,37.5,0.00019979476928710938,0.00019979476928710938,0.00019979476928710938,0.00019979476928710938,0.0,1,1.0,1,78,78,78,78,0.0,78,1,153,153,153,153,0.0,153
147.32.84.170,209.85.148.105,52195,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008962869644165039,8.0108642578125e-05,0.018090009689331055,0.003618001937866211,0.004310455361764331,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.134,8.19.240.53,60415,80,6,10,1012,40,2210,221.0,355.9991573023734,0.14658093452453613,6.9141387939453125e-06,0.4440479278564453,0.04933865865071615,0.06867940788657781,5,0.5555555555555556,5,846,40,1026,205.2,320.49361928125813,60,5,1012,40,1184,236.8,387.62786277562657,52
147.32.84.170,147.32.80.9,42101,53,17,4,312,60,562,140.5,103.05702305034819,766.7628309726715,0.00026702880859375,766.7634429931641,255.5878143310547,361.4553206404349,3,1.0,2,60,60,120,60.0,0.0,60,2,312,130,442,221.0,91.0,312
147.32.84.170,209.85.148.99,37707,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00887298583984375,1.3828277587890625e-05,0.017915964126586914,0.003583192825317383,0.004257203617189694,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.134,147.32.80.9,44596,53,17,2,110,54,164,82.0,28.0,0.0019979476928710938,0.0019979476928710938,0.0019979476928710938,0.0019979476928710938,0.0,1,1.0,1,54,54,54,54,0.0,54,1,110,110,110,110,0.0,110
147.32.84.170,195.113.232.89,60094,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,17.116353034973145,2.002716064453125e-05,17.118319034576416,2.853053172429403,6.378741625757928,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60
147.32.84.170,147.32.80.9,43286,53,17,2,185,67,252,126.0,59.0,0.0003619194030761719,0.0003619194030761719,0.0003619194030761719,0.0003619194030761719,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.170,147.32.80.9,53491,53,17,2,118,62,180,90.0,28.0,0.0002961158752441406,0.0002961158752441406,0.0002961158752441406,0.0002961158752441406,0.0,1,1.0,1,62,62,62,62,0.0,62,1,118,118,118,118,0.0,118
147.32.84.164,147.32.80.9,54073,53,17,2,114,57,171,85.5,28.5,0.00043702125549316406,0.00043702125549316406,0.00043702125549316406,0.00043702125549316406,0.0,1,1.0,1,57,57,57,57,0.0,57,1,114,114,114,114,0.0,114
147.32.84.170,147.32.80.9,35374,53,17,2,222,70,292,146.0,76.0,0.017404794692993164,0.017404794692993164,0.017404794692993164,0.017404794692993164,0.0,1,1.0,1,70,70,70,70,0.0,70,1,222,222,222,222,0.0,222
147.32.84.164,147.32.80.9,32773,53,17,2,153,78,231,115.5,37.5,0.0001800060272216797,0.0001800060272216797,0.0001800060272216797,0.0001800060272216797,0.0,1,1.0,1,78,78,78,78,0.0,78,1,153,153,153,153,0.0,153
147.32.84.134,147.32.80.9,49860,53,17,2,140,59,199,99.5,40.5,0.00029206275939941406,0.00029206275939941406,0.00029206275939941406,0.00029206275939941406,0.0,1,1.0,1,59,59,59,59,0.0,59,1,140,140,140,140,0.0,140
147.32.84.134,147.32.80.9,33670,53,17,2,208,122,330,165.0,43.0,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.0,1,1.0,1,122,122,122,122,0.0,122,1,208,208,208,208,0.0,208
147.32.84.170,209.85.148.104,44073,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008867025375366211,1.4066696166992188e-05,0.017899036407470703,0.0035798072814941405,0.004302426876794856,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,209.85.148.147,43692,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009070158004760742,7.867813110351562e-06,0.017897844314575195,0.003579568862915039,0.004317985855804492,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,147.32.80.9,55128,53,17,2,312,60,372,186.0,126.0,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,47322,53,17,2,288,72,360,180.0,108.0,0.019505023956298828,0.019505023956298828,0.019505023956298828,0.019505023956298828,0.0,1,1.0,1,72,72,72,72,0.0,72,1,288,288,288,288,0.0,288
147.32.84.164,74.113.233.133,45521,80,6,9,719,52,1707,189.66666666666666,253.69097562016495,1.3019921779632568,1.5974044799804688e-05,1.6482491493225098,0.20603114366531372,0.4176335576149471,5,0.625,5,719,52,935,187.0,266.01804450074434,60,4,604,52,772,193.0,237.3415260758218,64
147.32.84.170,147.32.80.9,60376,53,17,2,312,60,372,186.0,126.0,0.0004551410675048828,0.0004551410675048828,0.0004551410675048828,0.0004551410675048828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.134,78.24.14.16,45251,80,6,10,539,52,1478,147.8,187.76197698149645,0.0033631324768066406,1.1920928955078125e-05,0.00819706916809082,0.0009107854631212023,0.000939474429695988,5,0.5555555555555556,5,507,52,723,144.6,181.22648813018475,60,5,539,52,755,151.0,194.02474069045937,60
147.32.84.164,217.112.36.110,57696,80,6,10,691,52,1605,160.5,218.0886287727996,0.04654121398925781,8.106231689453125e-06,0.14446783065795898,0.016051981184217665,0.021368934055425785,5,0.5555555555555556,5,691,52,907,181.4,254.8188376082114,60,5,482,52,698,139.6,171.22803508771568,60
147.32.84.164,74.125.232.193,51742,80,6,73,1379,40,29795,408.1506849315069,516.0820703351828,45.122400999069214,8.797645568847656e-05,274.85238885879517,3.817394289705488,11.555740390964031,41,0.5694444444444444,37,1379,52,20396,551.2432432432432,639.5482952160891,60,36,698,40,9399,261.0833333333333,277.530115983433,60
147.32.84.170,209.85.148.105,45579,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00879812240600586,6.985664367675781e-05,0.017918109893798828,0.0035836219787597655,0.004227553018136419,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.164,147.32.80.9,35245,53,17,2,134,60,194,97.0,37.0,0.0003631114959716797,0.0003631114959716797,0.0003631114959716797,0.0003631114959716797,0.0,1,1.0,1,60,60,60,60,0.0,60,1,134,134,134,134,0.0,134
147.32.84.170,74.125.232.205,52967,80,6,25,1470,52,5106,204.24,392.2351621157899,45.14121103286743,4.0531158447265625e-06,240.04399609565735,10.00183317065239,18.238903268075465,15,0.625,13,1470,52,2878,221.3846153846154,393.6186241805323,60,12,1470,52,2228,185.66666666666666,389.8810359869049,60
147.32.84.134,147.32.80.9,34653,53,17,2,115,59,174,87.0,28.0,0.0002899169921875,0.0002899169921875,0.0002899169921875,0.0002899169921875,0.0,1,1.0,1,59,59,59,59,0.0,59,1,115,115,115,115,0.0,115
147.32.84.164,147.32.80.9,40197,53,17,2,106,56,162,81.0,25.0,0.0002288818359375,0.0002288818359375,0.0002288818359375,0.0002288818359375,0.0,1,1.0,1,56,56,56,56,0.0,56,1,106,106,106,106,0.0,106
147.32.84.170,74.125.232.204,52665,80,6,196,1470,52,94665,482.984693877551,520.2400395445494,45.11222290992737,4.0531158447265625e-06,1342.1820349693298,6.882984794714512,14.843750762329705,85,0.4358974358974359,116,1470,52,79085,681.7672413793103,585.9699939028098,60,80,369,52,15580,194.75,157.61753550921927,60
147.32.84.170,89.167.251.252,59402,80,6,10,378,52,1094,109.4,112.81861548521148,0.04024791717529297,0.0001289844512939453,0.14870810508728027,0.016523122787475586,0.01794087873674751,6,0.6666666666666666,6,284,52,552,92.0,85.91468636579741,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.170,147.32.80.9,39365,53,17,2,125,58,183,91.5,33.5,0.00024509429931640625,0.00024509429931640625,0.00024509429931640625,0.00024509429931640625,0.0,1,1.0,1,58,58,58,58,0.0,58,1,125,125,125,125,0.0,125
147.32.84.164,147.32.80.9,46480,53,17,2,116,64,180,90.0,26.0,0.0003600120544433594,0.0003600120544433594,0.0003600120544433594,0.0003600120544433594,0.0,1,1.0,1,64,64,64,64,0.0,64,1,116,116,116,116,0.0,116
147.32.84.170,147.32.80.9,45143,53,17,2,312,60,372,186.0,126.0,0.0005109310150146484,0.0005109310150146484,0.0005109310150146484,0.0005109310150146484,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,45729,53,17,2,312,60,372,186.0,126.0,0.0003650188446044922,0.0003650188446044922,0.0003650188446044922,0.0003650188446044922,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,59301,53,17,2,261,62,323,161.5,99.5,0.06306290626525879,0.06306290626525879,0.06306290626525879,0.06306290626525879,0.0,1,1.0,1,62,62,62,62,0.0,62,1,261,261,261,261,0.0,261
147.32.84.170,209.132.182.33,44696,443,6,23,837,40,3296,143.30434782608697,212.40638547320572,0.43779897689819336,5.0067901611328125e-06,1.458009958267212,0.06627317992123691,0.11641456846923061,12,0.5454545454545454,12,310,40,1217,101.41666666666667,97.84124755041823,60,11,837,40,2079,189.0,282.6465830486739,44
147.32.84.164,147.32.80.9,50774,53,17,2,124,60,184,92.0,32.0,0.0017549991607666016,0.0017549991607666016,0.0017549991607666016,0.0017549991607666016,0.0,1,1.0,1,60,60,60,60,0.0,60,1,124,124,124,124,0.0,124
147.32.84.170,147.32.80.9,51243,53,17,2,382,65,447,223.5,158.5,0.0007410049438476562,0.0007410049438476562,0.0007410049438476562,0.0007410049438476562,0.0,1,1.0,1,65,65,65,65,0.0,65,1,382,382,382,382,0.0,382
147.32.84.170,147.32.80.9,38999,53,17,2,127,52,179,89.5,37.5,0.00030994415283203125,0.00030994415283203125,0.00030994415283203125,0.00030994415283203125,0.0,1,1.0,1,52,52,52,52,0.0,52,1,127,127,127,127,0.0,127
147.32.84.170,209.85.148.147,33122,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.00884389877319336,1.0967254638671875e-05,0.017919063568115234,0.0029865105946858725,0.004059543721969547,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60
147.32.84.164,147.32.80.9,51545,53,17,2,192,68,260,130.0,62.0,0.11233782768249512,0.11233782768249512,0.11233782768249512,0.11233782768249512,0.0,1,1.0,1,68,68,68,68,0.0,68,1,192,192,192,192,0.0,192
147.32.84.134,147.32.80.9,54307,53,17,2,105,61,166,83.0,22.0,0.0003879070281982422,0.0003879070281982422,0.0003879070281982422,0.0003879070281982422,0.0,1,1.0,1,61,61,61,61,0.0,61,1,105,105,105,105,0.0,105
147.32.84.164,147.32.80.9,41344,53,17,2,151,76,227,113.5,37.5,0.002460002899169922,0.002460002899169922,0.002460002899169922,0.002460002899169922,0.0,1,1.0,1,76,76,76,76,0.0,76,1,151,151,151,151,0.0,151
147.32.84.164,147.32.80.9,38229,53,17,2,204,66,270,135.0,69.0,0.00021696090698242188,0.00021696090698242188,0.00021696090698242188,0.00021696090698242188,0.0,1,1.0,1,66,66,66,66,0.0,66,1,204,204,204,204,0.0,204
147.32.84.134,147.32.80.9,59420,53,17,2,115,64,179,89.5,25.5,0.0002899169921875,0.0002899169921875,0.0002899169921875,0.0002899169921875,0.0,1,1.0,1,64,64,64,64,0.0,64,1,115,115,115,115,0.0,115
147.32.84.170,147.32.80.9,38639,53,17,2,145,64,209,104.5,40.5,0.0002579689025878906,0.0002579689025878906,0.0002579689025878906,0.0002579689025878906,0.0,1,1.0,1,64,64,64,64,0.0,64,1,145,145,145,145,0.0,145
147.32.84.164,194.79.52.199,46703,80,6,496,1500,40,577536,1164.3870967741937,593.0800476310283,41.662925004959106,2.86102294921875e-06,110.44702410697937,0.22312530122622096,2.6423494395802294,153,0.3090909090909091,114,1213,52,23476,205.9298245614035,380.9948592759567,60,382,1500,40,554060,1450.4188481675392,239.6500447275991,64
147.32.84.134,147.32.80.9,58958,53,17,2,116,72,188,94.0,22.0,0.00032210350036621094,0.00032210350036621094,0.00032210350036621094,0.00032210350036621094,0.0,1,1.0,1,72,72,72,72,0.0,72,1,116,116,116,116,0.0,116
147.32.84.134,66.220.158.32,54830,443,6,31,1500,52,6471,208.74193548387098,425.26409007336997,45.0219931602478,6.9141387939453125e-06,310.1572208404541,10.338574028015136,18.667770126160896,22,0.7333333333333333,17,240,52,1266,74.47058823529412,60.10786152660097,60,14,1500,52,5205,371.7857142857143,589.5676598238781,64
147.32.84.164,147.32.80.9,39985,53,17,2,512,65,577,288.5,223.5,0.0004858970642089844,0.0004858970642089844,0.0004858970642089844,0.0004858970642089844,0.0,1,1.0,1,65,65,65,65,0.0,65,1,512,512,512,512,0.0,512
147.32.84.170,147.32.80.9,36487,53,17,2,127,52,179,89.5,37.5,0.0002789497375488281,0.0002789497375488281,0.0002789497375488281,0.0002789497375488281,0.0,1,1.0,1,52,52,52,52,0.0,52,1,127,127,127,127,0.0,127
147.32.84.164,147.32.80.9,33948,53,17,2,139,73,212,106.0,33.0,0.00019812583923339844,0.00019812583923339844,0.00019812583923339844,0.00019812583923339844,0.0,1,1.0,1,73,73,73,73,0.0,73,1,139,139,139,139,0.0,139
147.32.84.170,147.32.80.9,49252,53,17,2,144,68,212,106.0,38.0,0.00020503997802734375,0.00020503997802734375,0.00020503997802734375,0.00020503997802734375,0.0,1,1.0,1,68,68,68,68,0.0,68,1,144,144,144,144,0.0,144
147.32.84.164,89.185.254.155,38194,80,6,12,1500,52,4583,381.9166666666667,535.4438125414177,0.7124021053314209,7.867813110351562e-06,0.7570598125457764,0.06882361932234331,0.20384008313247215,5,0.45454545454545453,6,526,52,794,132.33333333333334,176.07731887503917,60,6,1500,52,3789,631.5,646.3847538424773,60
147.32.84.170,147.32.80.9,42118,53,17,2,185,67,252,126.0,59.0,0.0003991127014160156,0.0003991127014160156,0.0003991127014160156,0.0003991127014160156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.170,147.32.80.9,56984,53,17,2,185,67,252,126.0,59.0,0.00022602081298828125,0.00022602081298828125,0.00022602081298828125,0.00022602081298828125,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.164,147.32.80.9,46676,53,17,2,310,122,432,216.0,94.0,0.0004899501800537109,0.0004899501800537109,0.0004899501800537109,0.0004899501800537109,0.0,1,1.0,1,122,122,122,122,0.0,122,1,310,310,310,310,0.0,310
147.32.84.170,147.32.80.9,59866,53,17,2,475,62,537,268.5,206.5,0.00047707557678222656,0.00047707557678222656,0.00047707557678222656,0.00047707557678222656,0.0,1,1.0,1,62,62,62,62,0.0,62,1,475,475,475,475,0.0,475
147.32.84.164,147.32.80.9,41580,53,17,2,198,61,259,129.5,68.5,0.0002129077911376953,0.0002129077911376953,0.0002129077911376953,0.0002129077911376953,0.0,1,1.0,1,61,61,61,61,0.0,61,1,198,198,198,198,0.0,198
147.32.84.164,147.32.80.9,33029,53,17,2,64,64,128,64.0,0.0,0.002228975296020508,0.002228975296020508,0.002228975296020508,0.002228975296020508,0.0,1,1.0,1,64,64,64,64,0.0,64,1,64,64,64,64,0.0,64
147.32.84.170,195.24.232.205,35328,80,6,10,384,52,1079,107.9,111.1867348203013,0.11521315574645996,1.4781951904296875e-05,0.2469501495361328,0.027438905504014757,0.034777399769536685,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60
147.32.84.134,62.168.44.115,39203,80,6,12,871,52,1758,146.5,232.77081002565592,0.0066068172454833984,5.0067901611328125e-06,0.025758981704711914,0.0023417256095192647,0.0026719932125328608,5,0.45454545454545453,6,871,52,1139,189.83333333333334,304.6410000129478,60,6,346,52,619,103.16666666666667,108.6407177606792,60
147.32.84.170,147.32.80.9,37576,53,17,2,312,60,372,186.0,126.0,0.0003948211669921875,0.0003948211669921875,0.0003948211669921875,0.0003948211669921875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,35314,53,17,2,312,60,372,186.0,126.0,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,44963,53,17,2,312,60,372,186.0,126.0,0.0003528594970703125,0.0003528594970703125,0.0003528594970703125,0.0003528594970703125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,51979,53,17,2,138,60,198,99.0,39.0,0.0003559589385986328,0.0003559589385986328,0.0003559589385986328,0.0003559589385986328,0.0,1,1.0,1,60,60,60,60,0.0,60,1,138,138,138,138,0.0,138
147.32.84.134,184.73.162.18,59748,80,6,17,1500,52,4165,245.0,462.0659489471937,44.99929594993591,7.152557373046875e-06,62.61971116065979,3.913731947541237,11.17395419772942,7,0.4375,9,1500,52,2084,231.55555555555554,451.1967078069193,60,8,1500,52,2081,260.125,473.53997653313286,60
147.32.84.134,147.32.80.9,45602,53,17,2,139,66,205,102.5,36.5,0.0002911090850830078,0.0002911090850830078,0.0002911090850830078,0.0002911090850830078,0.0,1,1.0,1,66,66,66,66,0.0,66,1,139,139,139,139,0.0,139
147.32.84.170,209.132.182.33,41026,443,6,20,837,40,3124,156.2,219.5915754303885,0.19742202758789062,6.9141387939453125e-06,0.9790050983428955,0.05152658412331029,0.08432914720448545,10,0.5263157894736842,12,297,40,1191,99.25,93.2453081929595,60,8,837,40,1933,241.625,308.78266527608054,44
147.32.84.134,147.32.80.9,47598,53,17,2,141,57,198,99.0,42.0,0.04555702209472656,0.04555702209472656,0.04555702209472656,0.04555702209472656,0.0,1,1.0,1,57,57,57,57,0.0,57,1,141,141,141,141,0.0,141
147.32.84.134,147.32.80.9,45882,53,17,2,132,71,203,101.5,30.5,0.0003790855407714844,0.0003790855407714844,0.0003790855407714844,0.0003790855407714844,0.0,1,1.0,1,71,71,71,71,0.0,71,1,132,132,132,132,0.0,132
147.32.84.170,74.125.232.198,54375,443,6,27,454,52,2201,81.51851851851852,80.64984690135884,45.112252950668335,7.152557373046875e-06,240.07436800003052,9.233629538462711,17.71795592816527,17,0.6538461538461539,14,454,52,1221,87.21428571428571,103.92179653912055,60,13,205,52,980,75.38461538461539,42.49803336904763,60
147.32.84.164,147.32.80.9,42255,53,17,2,318,71,389,194.5,123.5,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0,1,1.0,1,71,71,71,71,0.0,71,1,318,318,318,318,0.0,318
147.32.84.164,147.32.80.9,48899,53,17,2,129,57,186,93.0,36.0,0.0002830028533935547,0.0002830028533935547,0.0002830028533935547,0.0002830028533935547,0.0,1,1.0,1,57,57,57,57,0.0,57,1,129,129,129,129,0.0,129
147.32.84.164,209.85.148.99,43782,443,6,27,434,52,2181,80.77777777777777,77.24532028655743,45.111353158950806,3.814697265625e-06,245.8076949119568,9.454142111998339,17.632739112764543,16,0.6153846153846154,15,434,52,1253,83.53333333333333,95.90333095825655,60,12,205,52,928,77.33333333333333,43.67175542867751,60
147.32.84.134,74.125.232.192,56092,443,6,31,1470,52,4523,145.90322580645162,275.1018995770194,45.14562797546387,6.9141387939453125e-06,249.44128394126892,8.314709464708963,16.71838120128421,16,0.5333333333333333,17,274,52,1309,77.0,67.19068562899264,60,14,1470,52,3214,229.57142857142858,386.43512009238543,60
147.32.84.164,147.32.80.9,41815,53,17,2,221,62,283,141.5,79.5,0.0003139972686767578,0.0003139972686767578,0.0003139972686767578,0.0003139972686767578,0.0,1,1.0,1,62,62,62,62,0.0,62,1,221,221,221,221,0.0,221
147.32.84.134,147.32.80.9,50871,53,17,2,490,64,554,277.0,213.0,0.0005521774291992188,0.0005521774291992188,0.0005521774291992188,0.0005521774291992188,0.0,1,1.0,1,64,64,64,64,0.0,64,1,490,490,490,490,0.0,490
147.32.84.134,62.168.44.116,41898,80,6,12,871,52,1758,146.5,232.77081002565592,0.01328897476196289,4.0531158447265625e-06,0.03546786308288574,0.003224351189353249,0.004152887533465978,5,0.45454545454545453,6,871,52,1139,189.83333333333334,304.6410000129478,60,6,346,52,619,103.16666666666667,108.6407177606792,60
147.32.84.170,147.32.80.9,33071,53,17,2,312,60,372,186.0,126.0,0.0003998279571533203,0.0003998279571533203,0.0003998279571533203,0.0003998279571533203,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,89.185.254.155,38182,80,6,15,1500,52,8664,577.6,662.4202895443345,0.040498971939086914,2.86102294921875e-06,0.06658601760864258,0.004756144114903041,0.011450135297605583,7,0.5,6,516,52,784,130.66666666666666,172.35106291778095,60,9,1500,52,7880,875.5555555555555,699.7051936527922,60
147.32.84.164,147.32.80.9,57563,53,17,2,131,74,205,102.5,28.5,0.00019621849060058594,0.00019621849060058594,0.00019621849060058594,0.00019621849060058594,0.0,1,1.0,1,74,74,74,74,0.0,74,1,131,131,131,131,0.0,131
147.32.84.164,147.32.80.9,44301,53,17,2,139,61,200,100.0,39.0,0.0003058910369873047,0.0003058910369873047,0.0003058910369873047,0.0003058910369873047,0.0,1,1.0,1,61,61,61,61,0.0,61,1,139,139,139,139,0.0,139
147.32.84.134,147.32.80.9,57519,53,17,2,124,67,191,95.5,28.5,0.0005919933319091797,0.0005919933319091797,0.0005919933319091797,0.0005919933319091797,0.0,1,1.0,1,67,67,67,67,0.0,67,1,124,124,124,124,0.0,124
147.32.84.170,147.32.80.9,45155,53,17,2,149,67,216,108.0,41.0,0.00037789344787597656,0.00037789344787597656,0.00037789344787597656,0.00037789344787597656,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149
147.32.84.134,78.24.10.28,36087,80,6,11,1500,40,4829,439.0,569.4266654036561,0.001363992691040039,1.5974044799804688e-05,0.006470918655395508,0.0006470918655395508,0.0003906998282397894,7,0.7,6,671,40,891,148.5,233.78319728614656,60,5,1500,40,3938,787.6,651.8949608640951,48
147.32.84.164,147.32.80.9,45818,53,17,2,112,56,168,84.0,28.0,0.0002410411834716797,0.0002410411834716797,0.0002410411834716797,0.0002410411834716797,0.0,1,1.0,1,56,56,56,56,0.0,56,1,112,112,112,112,0.0,112
