sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,147.32.80.9,51834,53,17,2,312,60,372,186.0,126.0,0.00031280517578125,0.00031280517578125,0.00031280517578125,0.00031280517578125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,43973,53,17,2,312,60,372,186.0,126.0,0.00030684471130371094,0.00030684471130371094,0.00030684471130371094,0.00030684471130371094,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,60839,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009654045104980469,0.00010800361633300781,0.01924610137939453,0.003207683563232422,0.004242594933628117,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,36060,53,17,4,312,60,569,142.25,101.573557090416,3318.330897092819,0.00040793418884277344,3318.3317260742188,1106.110575358073,1564.275990977325,3,1.0,2,68,60,128,64.0,4.0,60,2,312,129,441,220.5,91.5,312,
147.32.84.170,147.32.80.9,55510,53,17,2,244,68,312,156.0,88.0,0.0002601146697998047,0.0002601146697998047,0.0002601146697998047,0.0002601146697998047,0.0,1,1.0,1,68,68,68,68,0.0,68,1,244,244,244,244,0.0,244,
147.32.84.170,147.32.80.9,37163,53,17,2,264,60,324,162.0,102.0,0.0002999305725097656,0.0002999305725097656,0.0002999305725097656,0.0002999305725097656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,264,264,264,264,0.0,264,
147.32.84.170,77.78.99.21,58966,80,6,4,60,40,188,47.0,8.18535277187245,6.504703044891357,9.989738464355469e-05,6.505729913711548,2.168576637903849,3.0661044050546913,3,1.0,2,60,40,100,50.0,10.0,60,2,48,40,88,44.0,4.0,48,
147.32.84.170,147.32.80.9,50751,53,17,2,126,67,193,96.5,29.5,0.12914299964904785,0.12914299964904785,0.12914299964904785,0.12914299964904785,0.0,1,1.0,1,67,67,67,67,0.0,67,1,126,126,126,126,0.0,126,
147.32.84.170,209.85.148.105,43827,443,6,16,881,52,2453,153.3125,226.99193783865982,0.19078588485717773,1.811981201171875e-05,0.27890777587890625,0.018593851725260416,0.047503381392841625,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60,
147.32.84.170,209.85.148.106,39059,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009036064147949219,1.1920928955078125e-05,0.018121957778930664,0.0036243915557861326,0.0043460874794795,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,36919,53,17,2,141,60,201,100.5,40.5,0.00031113624572753906,0.00031113624572753906,0.00031113624572753906,0.00031113624572753906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,141,141,141,141,0.0,141,
147.32.84.170,209.85.148.103,45324,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009165048599243164,2.288818359375e-05,0.018779993057250977,0.0031299988428751626,0.004266007531657232,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,209.85.148.106,54772,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009001016616821289,1.5020370483398438e-05,0.018355131149291992,0.0030591885248819986,0.004141705641470245,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,209.85.148.106,44050,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008949995040893555,8.606910705566406e-05,0.018175840377807617,0.0036351680755615234,0.00430124439231117,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,194.213.62.46,52877,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,10.007729053497314,0.00013518333435058594,11.952738046646118,1.992123007774353,3.6528170026107265,5,0.8333333333333334,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,195.24.233.55,36055,80,6,10,383,52,1078,107.8,110.93854154440648,0.3046729564666748,0.00011014938354492188,0.4174680709838867,0.04638534122043186,0.09227695634653613,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,147.32.80.9,43829,53,17,2,312,60,372,186.0,126.0,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,33381,53,17,2,129,68,197,98.5,30.5,0.0003731250762939453,0.0003731250762939453,0.0003731250762939453,0.0003731250762939453,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,56704,53,17,2,312,60,372,186.0,126.0,0.0004410743713378906,0.0004410743713378906,0.0004410743713378906,0.0004410743713378906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,52504,53,17,2,312,60,372,186.0,126.0,0.0006020069122314453,0.0006020069122314453,0.0006020069122314453,0.0006020069122314453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,49174,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008980035781860352,9.059906005859375e-06,0.017916202545166016,0.0035832405090332033,0.004314588067480849,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,59356,53,17,2,312,60,372,186.0,126.0,0.0003390312194824219,0.0003390312194824219,0.0003390312194824219,0.0003390312194824219,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.103,32860,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008931875228881836,4.0531158447265625e-06,0.01807403564453125,0.00361480712890625,0.00430234258958585,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.99,60049,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00916910171508789,1.3828277587890625e-05,0.01824784278869629,0.0036495685577392577,0.004345021728017558,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,37135,80,6,10,384,52,1079,107.9,111.1867348203013,0.10672187805175781,7.414817810058594e-05,0.21637582778930664,0.024041758643256292,0.03197621988181924,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,45164,53,17,2,312,60,372,186.0,126.0,0.00045013427734375,0.00045013427734375,0.00045013427734375,0.00045013427734375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,74.125.232.216,39487,443,6,36,1470,52,5193,144.25,250.8904558434484,29.327025890350342,6.9141387939453125e-06,217.00815105438232,6.200232887268067,11.39829139845238,24,0.6857142857142857,20,1470,52,3329,166.45,324.40876606528377,60,16,456,52,1864,116.5,93.22620339797176,60,
147.32.84.170,209.85.148.104,49513,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009139060974121094,1.4066696166992188e-05,0.01819610595703125,0.00363922119140625,0.0043473497298792815,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,74.125.232.213,40960,443,6,43,1470,52,7998,186.0,317.6167794759137,76.14951801300049,5.9604644775390625e-06,289.40025091171265,6.890482164564586,15.042661309786013,30,0.7142857142857143,24,1470,52,5572,232.16666666666666,408.1062633949916,60,19,433,52,2426,127.6842105263158,108.79098870943645,60,
147.32.84.170,147.32.80.9,44807,53,17,2,185,67,252,126.0,59.0,0.0004911422729492188,0.0004911422729492188,0.0004911422729492188,0.0004911422729492188,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,74.125.232.215,60569,443,6,43,1470,52,7998,186.0,318.2601685472452,29.159852027893066,6.9141387939453125e-06,239.30541801452637,5.697748047964914,10.924965486211429,30,0.7142857142857143,24,1470,52,5572,232.16666666666666,408.1062633949916,60,19,456,52,2426,127.6842105263158,112.96625142589639,60,
147.32.84.170,147.32.80.9,51147,53,17,2,123,67,190,95.0,28.0,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0,1,1.0,1,67,67,67,67,0.0,67,1,123,123,123,123,0.0,123,
147.32.84.170,147.32.80.9,49289,53,17,2,139,63,202,101.0,38.0,0.00020694732666015625,0.00020694732666015625,0.00020694732666015625,0.00020694732666015625,0.0,1,1.0,1,63,63,63,63,0.0,63,1,139,139,139,139,0.0,139,
147.32.84.170,147.32.80.9,50054,53,17,2,185,67,252,126.0,59.0,0.00020003318786621094,0.00020003318786621094,0.00020003318786621094,0.00020003318786621094,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,46817,53,17,2,138,61,199,99.5,38.5,0.00023317337036132812,0.00023317337036132812,0.00023317337036132812,0.00023317337036132812,0.0,1,1.0,1,61,61,61,61,0.0,61,1,138,138,138,138,0.0,138,
147.32.84.170,147.32.80.9,34213,53,17,2,141,71,212,106.0,35.0,0.00028705596923828125,0.00028705596923828125,0.00028705596923828125,0.00028705596923828125,0.0,1,1.0,1,71,71,71,71,0.0,71,1,141,141,141,141,0.0,141,
147.32.84.170,209.85.148.104,39527,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00898599624633789,1.0013580322265625e-05,0.01813793182373047,0.003627586364746094,0.0043712612767839035,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,59784,53,17,2,312,60,372,186.0,126.0,0.00038504600524902344,0.00038504600524902344,0.00038504600524902344,0.00038504600524902344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,77.75.77.86,56478,80,6,16,1500,52,7720,482.5,620.2877356517699,7.438900947570801,5.0067901611328125e-06,12.496480941772461,0.8330987294514974,2.1593311986717865,9,0.6,7,867,52,1187,169.57142857142858,284.73740139837975,60,9,1500,52,6533,725.8888888888889,696.8156849306939,60,
147.32.84.170,209.85.148.105,37171,443,6,16,881,52,2453,153.3125,226.99193783865982,0.19140410423278809,7.867813110351562e-06,0.27901387214660645,0.018600924809773763,0.04770630487786307,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60,
147.32.84.170,147.32.80.9,58901,53,17,2,312,60,372,186.0,126.0,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,35355,53,17,2,312,60,372,186.0,126.0,0.0003910064697265625,0.0003910064697265625,0.0003910064697265625,0.0003910064697265625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,42050,53,17,2,312,60,372,186.0,126.0,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,74.125.232.193,60326,80,6,24,1470,40,4112,171.33333333333334,319.2584724360847,45.11222791671753,3.0994415283203125e-06,249.0465281009674,10.828109917433366,18.369047306441615,15,0.6521739130434783,13,1470,52,3241,249.30769230769232,411.08363076056673,60,11,343,40,871,79.18181818181819,83.61472051979428,60,
147.32.84.170,147.32.80.9,53002,53,17,2,312,60,372,186.0,126.0,0.0003879070281982422,0.0003879070281982422,0.0003879070281982422,0.0003879070281982422,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,35804,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008948087692260742,1.5974044799804688e-05,0.018107175827026367,0.0036214351654052734,0.0043153327433882,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,54747,80,6,10,384,52,1079,107.9,111.1867348203013,0.09559822082519531,0.00013589859008789062,0.20787906646728516,0.023097674051920574,0.02888027646347709,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,36691,53,17,2,312,60,372,186.0,126.0,0.0004000663757324219,0.0004000663757324219,0.0004000663757324219,0.0004000663757324219,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,91.189.89.60,34636,443,6,18,1500,52,6951,386.1666666666667,517.1005973481153,0.03871488571166992,5.9604644775390625e-06,0.20395898818969727,0.011997587540570427,0.01570923477202978,10,0.5882352941176471,8,409,52,1074,134.25,123.29917882938231,60,10,1500,52,5877,587.7,614.6218430872759,60,
147.32.84.170,74.125.232.192,57906,443,6,39,1470,52,6256,160.4102564102564,294.2696929731269,45.11280012130737,5.9604644775390625e-06,240.14813804626465,6.319687843322754,15.26364447501532,21,0.5526315789473685,21,1470,52,3680,175.23809523809524,328.17560699257234,60,18,1147,52,2576,143.11111111111111,247.82428562029565,60,
188.134.34.64,147.32.84.164,1057,51413,6,6,64,40,312,52.0,12.0,0.5089960098266602,1.71661376953125e-05,0.9875240325927734,0.19750480651855468,0.2419645594113778,5,1.0,3,64,64,192,64.0,0.0,64,3,40,40,120,40.0,0.0,40,
147.32.84.170,147.32.80.9,56369,53,17,2,312,60,372,186.0,126.0,0.0004780292510986328,0.0004780292510986328,0.0004780292510986328,0.0004780292510986328,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.106,56559,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008905172348022461,6.794929504394531e-05,0.017755985260009766,0.003551197052001953,0.004241273213549308,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,44784,53,17,2,61,61,122,61.0,0.0,0.24957513809204102,0.24957513809204102,0.24957513809204102,0.24957513809204102,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,147.32.80.9,35524,53,17,2,312,60,372,186.0,126.0,0.0005450248718261719,0.0005450248718261719,0.0005450248718261719,0.0005450248718261719,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,55523,53,17,2,312,60,372,186.0,126.0,0.0005080699920654297,0.0005080699920654297,0.0005080699920654297,0.0005080699920654297,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,34780,53,17,2,130,60,190,95.0,35.0,0.00019812583923339844,0.00019812583923339844,0.00019812583923339844,0.00019812583923339844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,130,130,130,130,0.0,130,
147.32.84.170,147.32.80.9,34075,53,17,2,312,60,372,186.0,126.0,0.0004200935363769531,0.0004200935363769531,0.0004200935363769531,0.0004200935363769531,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.106,43615,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009046792984008789,1.621246337890625e-05,0.018225908279418945,0.0030376513799031577,0.004138709443253694,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,54523,53,17,2,312,60,372,186.0,126.0,0.00036597251892089844,0.00036597251892089844,0.00036597251892089844,0.00036597251892089844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,55590,53,17,4,312,60,744,186.0,126.0,1290.0026950836182,0.00032782554626464844,1290.0034098625183,430.0011366208394,608.1129338200304,3,1.0,2,60,60,120,60.0,0.0,60,2,312,312,624,312.0,0.0,312,
147.32.84.170,147.32.80.9,37520,53,17,2,312,60,372,186.0,126.0,0.00029397010803222656,0.00029397010803222656,0.00029397010803222656,0.00029397010803222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,38905,53,17,2,312,60,372,186.0,126.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,45388,53,17,2,312,60,372,186.0,126.0,0.0005319118499755859,0.0005319118499755859,0.0005319118499755859,0.0005319118499755859,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,53383,53,17,2,312,60,372,186.0,126.0,0.00042700767517089844,0.00042700767517089844,0.00042700767517089844,0.00042700767517089844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.103,39911,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008942842483520508,5.9604644775390625e-06,0.018043994903564453,0.0030073324839274087,0.004158104004422481,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,37376,53,17,2,312,60,372,186.0,126.0,0.00038814544677734375,0.00038814544677734375,0.00038814544677734375,0.00038814544677734375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,50505,80,6,10,383,52,1078,107.8,110.93854154440648,0.10334992408752441,0.00011992454528808594,0.20743680000305176,0.02304853333367242,0.030852327749816864,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,147.32.80.9,51616,53,17,4,312,60,624,156.0,102.85183518051586,1679.7232398986816,0.00021600723266601562,1679.7239689826965,559.9079896608988,791.8289571192562,3,1.0,2,67,60,127,63.5,3.5,60,2,312,185,497,248.5,63.5,312,
147.32.84.170,147.32.80.9,52756,53,17,2,312,60,372,186.0,126.0,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,49311,53,17,2,312,60,372,186.0,126.0,0.0004200935363769531,0.0004200935363769531,0.0004200935363769531,0.0004200935363769531,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,51965,53,17,2,111,61,172,86.0,25.0,0.009763956069946289,0.009763956069946289,0.009763956069946289,0.009763956069946289,0.0,1,1.0,1,61,61,61,61,0.0,61,1,111,111,111,111,0.0,111,
147.32.84.170,147.32.80.9,42584,53,17,2,349,60,409,204.5,144.5,0.002215862274169922,0.002215862274169922,0.002215862274169922,0.002215862274169922,0.0,1,1.0,1,60,60,60,60,0.0,60,1,349,349,349,349,0.0,349,
147.32.84.170,147.32.80.9,34461,53,17,2,185,67,252,126.0,59.0,0.0006108283996582031,0.0006108283996582031,0.0006108283996582031,0.0006108283996582031,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,59632,53,17,2,312,60,372,186.0,126.0,0.00032401084899902344,0.00032401084899902344,0.00032401084899902344,0.00032401084899902344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,44017,53,17,2,149,67,216,108.0,41.0,0.00025200843811035156,0.00025200843811035156,0.00025200843811035156,0.00025200843811035156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,195.24.233.55,42176,80,6,10,383,52,1078,107.8,110.93854154440648,0.1580359935760498,5.9604644775390625e-06,0.26720714569091797,0.029689682854546443,0.047185326388120855,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,147.32.80.9,54547,53,17,2,312,60,372,186.0,126.0,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,38472,53,17,2,312,60,372,186.0,126.0,0.0002810955047607422,0.0002810955047607422,0.0002810955047607422,0.0002810955047607422,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,37423,53,17,2,138,61,199,99.5,38.5,0.0002620220184326172,0.0002620220184326172,0.0002620220184326172,0.0002620220184326172,0.0,1,1.0,1,61,61,61,61,0.0,61,1,138,138,138,138,0.0,138,
147.32.84.170,147.32.80.9,46623,53,17,2,397,67,464,232.0,165.0,0.1435849666595459,0.1435849666595459,0.1435849666595459,0.1435849666595459,0.0,1,1.0,1,67,67,67,67,0.0,67,1,397,397,397,397,0.0,397,
147.32.84.170,147.32.80.9,50758,53,17,2,258,70,328,164.0,94.0,0.0003688335418701172,0.0003688335418701172,0.0003688335418701172,0.0003688335418701172,0.0,1,1.0,1,70,70,70,70,0.0,70,1,258,258,258,258,0.0,258,
147.32.84.170,147.32.80.9,34245,53,17,2,312,60,372,186.0,126.0,0.00027298927307128906,0.00027298927307128906,0.00027298927307128906,0.00027298927307128906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,36224,53,17,4,106,56,324,81.0,25.0,927.1020300388336,0.0001621246337890625,927.1025919914246,309.03419733047485,437.03995574136394,3,1.0,2,56,56,112,56.0,0.0,56,2,106,106,212,106.0,0.0,106,
147.32.84.170,147.32.80.9,40853,53,17,2,312,60,372,186.0,126.0,0.0004088878631591797,0.0004088878631591797,0.0004088878631591797,0.0004088878631591797,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,56554,53,17,2,312,60,372,186.0,126.0,0.009850025177001953,0.009850025177001953,0.009850025177001953,0.009850025177001953,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,37267,80,6,10,383,52,1078,107.8,110.93854154440648,0.3079969882965088,8.296966552734375e-05,0.41770219802856445,0.046411355336507164,0.09340946033338982,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,195.24.233.55,47812,80,6,10,384,52,1079,107.9,111.1867348203013,0.09436202049255371,1.811981201171875e-05,0.1932380199432373,0.021470891104804143,0.028172127012511233,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,36408,53,17,4,148,56,374,93.5,36.752550931874104,1530.0775408744812,0.000186920166015625,1530.0779769420624,510.0259923140208,721.2853671469409,3,1.0,2,64,56,120,60.0,4.0,56,2,148,106,254,127.0,21.0,106,
147.32.84.170,209.85.148.104,38439,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008974790573120117,5.0067901611328125e-06,0.018025875091552734,0.003605175018310547,0.004383135252506942,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,47696,53,17,4,255,57,500,125.0,79.25906888173743,4373.145630836487,0.00016498565673828125,4373.146180868149,1457.7153936227162,2061.520490810164,3,1.0,2,65,57,122,61.0,4.0,65,2,255,123,378,189.0,66.0,123,
147.32.84.170,209.85.148.104,40468,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008867025375366211,8.821487426757812e-06,0.01777505874633789,0.003555011749267578,0.004268374075364927,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,57034,53,17,4,312,60,588,147.0,101.48645229783136,3799.7041399478912,0.00032806396484375,3799.704890012741,1266.5682966709137,1791.1975324478549,3,1.0,2,67,60,127,63.5,3.5,60,2,312,149,461,230.5,81.5,312,
147.32.84.170,209.85.148.106,57919,443,6,16,873,52,2425,151.5625,223.11851356117896,0.17726993560791016,8.106231689453125e-06,0.26581287384033203,0.017720858256022137,0.04425443980915263,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,147.32.80.9,51205,53,17,2,312,60,372,186.0,126.0,0.0003421306610107422,0.0003421306610107422,0.0003421306610107422,0.0003421306610107422,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,36117,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008958816528320312,6.508827209472656e-05,0.018140077590942383,0.0036280155181884766,0.004336753221088599,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,59499,53,17,2,483,60,543,271.5,211.5,0.0004181861877441406,0.0004181861877441406,0.0004181861877441406,0.0004181861877441406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,483,483,483,483,0.0,483,
147.32.84.170,74.125.232.215,44525,443,6,34,1470,52,5064,148.94117647058823,257.38937557218526,29.77454710006714,7.152557373046875e-06,222.55076003074646,6.743962425174135,11.920499010015481,26,0.7878787878787878,19,1470,52,3277,172.47368421052633,331.74441151379943,60,15,456,52,1787,119.13333333333334,95.77533897384835,60,
147.32.84.170,209.85.148.104,49507,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009018898010253906,1.4066696166992188e-05,0.018685102462768555,0.0031141837437947593,0.004134055814268819,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,52349,53,17,2,312,60,372,186.0,126.0,0.0003719329833984375,0.0003719329833984375,0.0003719329833984375,0.0003719329833984375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,42648,53,17,2,149,67,216,108.0,41.0,0.0003268718719482422,0.0003268718719482422,0.0003268718719482422,0.0003268718719482422,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,41518,53,17,2,142,66,208,104.0,38.0,0.027014970779418945,0.027014970779418945,0.027014970779418945,0.027014970779418945,0.0,1,1.0,1,66,66,66,66,0.0,66,1,142,142,142,142,0.0,142,
147.32.84.170,147.32.80.9,38345,53,17,4,312,60,721,180.25,120.05077050981389,6931.719916820526,0.00040411949157714844,6931.720762968063,2310.573587656021,3267.643906207543,3,1.0,2,61,60,121,60.5,0.5,61,2,312,288,600,300.0,12.0,288,
147.32.84.170,147.32.80.9,44704,53,17,2,61,61,122,61.0,0.0,0.2345888614654541,0.2345888614654541,0.2345888614654541,0.2345888614654541,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
